sample_index,true_label,true_class,exit_after_layer1.0_pred_label,exit_after_layer1.0_pred_class,exit_after_layer1.0_correct,exit_after_layer1.0_confidence,exit_after_layer1.0_entropy,exit_after_layer2.0_pred_label,exit_after_layer2.0_pred_class,exit_after_layer2.0_correct,exit_after_layer2.0_confidence,exit_after_layer2.0_entropy,final_pred_label,final_pred_class,final_correct,final_confidence,final_entropy
3590,7,horse,7,horse,True,0.48370636,0.64041328,7,horse,True,0.97562534,0.05997435,7,horse,True,0.99937409,0.00234236
3591,4,deer,4,deer,True,0.74858963,0.37577486,4,deer,True,0.84221303,0.23658253,4,deer,True,0.77043784,0.29705304
3592,7,horse,7,horse,True,0.97762978,0.04861221,7,horse,True,0.99194157,0.02301060,7,horse,True,0.99956328,0.00178676
3593,9,truck,1,automobile,False,0.65009212,0.39687321,9,truck,True,0.78838962,0.23929937,9,truck,True,0.93943483,0.10276151
3594,4,deer,4,deer,True,0.46188644,0.53241473,4,deer,True,0.86479205,0.23975050,4,deer,True,0.99999821,0.00001216
3595,0,airplane,0,airplane,True,0.78169900,0.30415523,0,airplane,True,0.92465591,0.13180774,0,airplane,True,0.99454206,0.01802422
3596,2,bird,2,bird,True,0.78890896,0.34206444,2,bird,True,0.98514974,0.04147430,2,bird,True,0.99968922,0.00140569
3597,2,bird,3,cat,False,0.28623998,0.71704394,6,frog,False,0.33346790,0.61536098,2,bird,True,0.99940169,0.00249391
3598,8,ship,8,ship,True,0.60112774,0.35384268,8,ship,True,0.99512947,0.01404947,8,ship,True,0.99999881,0.00000778
3599,7,horse,7,horse,True,0.96858859,0.06644005,7,horse,True,0.99634343,0.01088978,7,horse,True,0.99728930,0.00853208
3600,5,dog,3,cat,False,0.36667150,0.79760677,9,truck,False,0.37195918,0.76302928,3,cat,False,0.46395653,0.60752475
3601,6,frog,6,frog,True,0.30137816,0.69022095,2,bird,False,0.38336825,0.54387909,6,frog,True,0.97573221,0.06287857
3602,8,ship,8,ship,True,0.85059363,0.28551477,8,ship,True,0.98024130,0.04751980,8,ship,True,0.99999928,0.00000560
3603,7,horse,7,horse,True,0.56350291,0.56521773,7,horse,True,0.54590499,0.55077869,7,horse,True,0.99624431,0.01212385
3604,2,bird,2,bird,True,0.75099581,0.40111071,2,bird,True,0.99266255,0.02272346,2,bird,True,0.99992502,0.00039553
3605,1,automobile,1,automobile,True,0.71049428,0.39407060,1,automobile,True,0.89433461,0.19875528,1,automobile,True,0.99184096,0.02448463
3606,4,deer,5,dog,False,0.30313599,0.71137083,3,cat,False,0.37007746,0.61160874,4,deer,True,0.99589008,0.01258546
3607,3,cat,0,airplane,False,0.21738151,0.88770962,3,cat,True,0.53652251,0.47021082,3,cat,True,0.90532708,0.14408079
3608,1,automobile,9,truck,False,0.61970150,0.44832215,9,truck,False,0.71406621,0.39406532,9,truck,False,0.92240000,0.12584014
3609,3,cat,3,cat,True,0.59986162,0.53926677,3,cat,True,0.62315297,0.53365195,3,cat,True,0.98667264,0.03520824
3610,7,horse,2,bird,False,0.69428921,0.46935454,7,horse,True,0.57878971,0.49596968,7,horse,True,0.99931669,0.00256666
3611,5,dog,2,bird,False,0.30007017,0.78746963,5,dog,True,0.37525627,0.70339411,5,dog,True,0.94306546,0.09750587
3612,4,deer,4,deer,True,0.81526870,0.31362191,4,deer,True,0.84835029,0.23660550,4,deer,True,0.97804105,0.05292244
3613,2,bird,2,bird,True,0.74179637,0.44597283,2,bird,True,0.72221893,0.38062826,2,bird,True,0.65893102,0.41224551
3614,3,cat,0,airplane,False,0.25433612,0.81294769,8,ship,False,0.65096700,0.41844052,3,cat,True,0.99953783,0.00187099
3615,9,truck,9,truck,True,0.97911078,0.05032123,9,truck,True,0.99975485,0.00107364,9,truck,True,0.99999964,0.00000273
3616,8,ship,8,ship,True,0.52057552,0.43472344,8,ship,True,0.57929552,0.51868612,8,ship,True,0.56897032,0.43346569
3617,0,airplane,2,bird,False,0.56054473,0.65661764,0,airplane,True,0.94025087,0.13669690,0,airplane,True,0.99649942,0.01233458
3618,9,truck,9,truck,True,0.97615594,0.05123485,9,truck,True,0.99998546,0.00008113,9,truck,True,0.99999964,0.00000266
3619,9,truck,9,truck,True,0.75907546,0.31518683,9,truck,True,0.99028873,0.02616779,9,truck,True,0.99995255,0.00024278
3620,0,airplane,9,truck,False,0.36983958,0.83812827,0,airplane,True,0.74100721,0.37700936,0,airplane,True,0.99239165,0.02328100
3621,8,ship,8,ship,True,0.63474816,0.57528281,8,ship,True,0.86399531,0.21852829,8,ship,True,0.84308237,0.30183935
3622,0,airplane,0,airplane,True,0.74743754,0.34867334,0,airplane,True,0.95034122,0.10745011,0,airplane,True,0.98955804,0.02789294
3623,9,truck,9,truck,True,0.89300513,0.20839909,9,truck,True,0.99971539,0.00126978,9,truck,True,0.99999988,0.00000085
3624,0,airplane,0,airplane,True,0.91235578,0.15693273,0,airplane,True,0.98890519,0.02760750,0,airplane,True,0.99900168,0.00383779
3625,0,airplane,2,bird,False,0.59065920,0.42799065,0,airplane,True,0.80823022,0.31914249,0,airplane,True,0.90381968,0.15051988
3626,5,dog,5,dog,True,0.78437030,0.25988820,5,dog,True,0.95780361,0.07607697,5,dog,True,0.99994051,0.00027778
3627,5,dog,7,horse,False,0.37144452,0.64284587,5,dog,True,0.44530228,0.58927125,5,dog,True,0.94641948,0.09882326
3628,7,horse,4,deer,False,0.71138340,0.37374964,4,deer,False,0.64638114,0.41186005,7,horse,True,0.99084079,0.02398297
3629,0,airplane,0,airplane,True,0.81414735,0.24880874,0,airplane,True,0.99449569,0.01717344,0,airplane,True,0.99919170,0.00319976
3630,3,cat,5,dog,False,0.24379940,0.75783175,3,cat,True,0.37564257,0.62732702,3,cat,True,0.96192873,0.07337447
3631,5,dog,7,horse,False,0.62007344,0.51192176,5,dog,True,0.54679489,0.47804728,5,dog,True,0.59724492,0.42106661
3632,6,frog,6,frog,True,0.45754769,0.65067601,6,frog,True,0.71433324,0.37898016,6,frog,True,0.99935704,0.00256624
3633,5,dog,7,horse,False,0.33216625,0.74800843,7,horse,False,0.56952149,0.60159683,5,dog,True,0.68318242,0.40335989
3634,2,bird,2,bird,True,0.56187201,0.55673671,2,bird,True,0.92330194,0.12826557,2,bird,True,0.99999309,0.00004339
3635,0,airplane,0,airplane,True,0.79540920,0.29189736,0,airplane,True,0.99734205,0.00968639,0,airplane,True,0.99983120,0.00081585
3636,0,airplane,8,ship,False,0.52886665,0.51382571,0,airplane,True,0.74611181,0.26798385,0,airplane,True,0.99990463,0.00048278
3637,1,automobile,1,automobile,True,0.86470163,0.22045423,1,automobile,True,0.99950254,0.00199828,1,automobile,True,0.99999917,0.00000608
3638,8,ship,8,ship,True,0.94898832,0.11133470,8,ship,True,0.99983013,0.00078571,8,ship,True,0.99999857,0.00000955
3639,1,automobile,1,automobile,True,0.42009869,0.62170106,1,automobile,True,0.97327596,0.06335673,1,automobile,True,0.98051202,0.04231005
3640,4,deer,2,bird,False,0.28247902,0.81582153,4,deer,True,0.24227715,0.81033510,4,deer,True,0.95744264,0.08687516
3641,0,airplane,3,cat,False,0.32790405,0.88030308,8,ship,False,0.46706361,0.70883191,3,cat,False,0.61441827,0.55548054
3642,6,frog,6,frog,True,0.42733151,0.57538599,6,frog,True,0.98506987,0.03946823,6,frog,True,0.99956852,0.00176212
3643,1,automobile,1,automobile,True,0.61931670,0.31911173,9,truck,False,0.50422364,0.31390643,1,automobile,True,0.58406109,0.29791322
3644,9,truck,9,truck,True,0.60175568,0.57039768,9,truck,True,0.51906711,0.49718612,9,truck,True,0.99344677,0.01799608
3645,1,automobile,1,automobile,True,0.64881498,0.39258298,1,automobile,True,0.99758446,0.00750302,1,automobile,True,0.99997699,0.00012701
3646,0,airplane,0,airplane,True,0.67932844,0.50156736,0,airplane,True,0.99755657,0.00906771,0,airplane,True,0.99985659,0.00068620
3647,8,ship,0,airplane,False,0.41289034,0.58811396,0,airplane,False,0.82007343,0.23151502,8,ship,True,0.75460750,0.29516906
3648,4,deer,4,deer,True,0.63664222,0.50306422,4,deer,True,0.84649885,0.28062665,4,deer,True,0.99787247,0.00795256
3649,6,frog,6,frog,True,0.59719247,0.43103561,6,frog,True,0.67632425,0.40104350,6,frog,True,0.98189431,0.04389780
3650,4,deer,4,deer,True,0.72848517,0.42410991,4,deer,True,0.96700168,0.08228453,4,deer,True,0.87299055,0.17086299
3651,3,cat,3,cat,True,0.21962602,0.87590128,2,bird,False,0.39914787,0.72709090,3,cat,True,0.69659525,0.32921210
3652,4,deer,5,dog,False,0.40646222,0.64125258,4,deer,True,0.65617448,0.47411105,4,deer,True,0.99864310,0.00508296
3653,3,cat,3,cat,True,0.54531813,0.55571240,3,cat,True,0.98464453,0.04297619,3,cat,True,0.99997401,0.00014559
3654,4,deer,4,deer,True,0.83561760,0.29427686,4,deer,True,0.97724187,0.06106137,4,deer,True,0.99999857,0.00000970
3655,1,automobile,1,automobile,True,0.28838491,0.79517382,1,automobile,True,0.99175346,0.02620733,1,automobile,True,0.99994195,0.00028907
3656,9,truck,9,truck,True,0.83457410,0.19504552,9,truck,True,0.99975330,0.00099721,9,truck,True,0.99901497,0.00339427
3657,6,frog,6,frog,True,0.86492807,0.24199529,6,frog,True,0.98356378,0.04261819,6,frog,True,0.99966848,0.00145555
3658,0,airplane,0,airplane,True,0.69557929,0.41165215,0,airplane,True,0.96030587,0.09434321,0,airplane,True,0.99673885,0.01030420
3659,8,ship,8,ship,True,0.96154147,0.08014545,8,ship,True,0.98626024,0.03191408,8,ship,True,0.99997032,0.00015521
3660,7,horse,5,dog,False,0.54344517,0.44197330,5,dog,False,0.69716150,0.38810438,7,horse,True,0.99367976,0.01958796
3661,1,automobile,1,automobile,True,0.85750377,0.24145775,1,automobile,True,0.99972433,0.00113798,1,automobile,True,0.99981505,0.00079658
3662,9,truck,9,truck,True,0.37717476,0.67305464,9,truck,True,0.83373100,0.19596881,9,truck,True,0.99830437,0.00555301
3663,3,cat,5,dog,False,0.55620772,0.44954652,5,dog,False,0.57637161,0.54490459,5,dog,False,0.50393206,0.41289121
3664,1,automobile,1,automobile,True,0.82249773,0.30028841,1,automobile,True,0.99395317,0.01619487,1,automobile,True,0.99994004,0.00028296
3665,1,automobile,9,truck,False,0.46063787,0.46041152,1,automobile,True,0.94753927,0.09192840,1,automobile,True,0.99303198,0.02052050
3666,4,deer,2,bird,False,0.78376704,0.37969285,2,bird,False,0.75344765,0.36883557,4,deer,True,0.97537529,0.05779465
3667,3,cat,9,truck,False,0.48462602,0.63482910,9,truck,False,0.84568965,0.30117720,3,cat,True,0.89031523,0.22190501
3668,0,airplane,2,bird,False,0.53089648,0.53680062,0,airplane,True,0.91922826,0.13671130,0,airplane,True,0.97882479,0.04543462
3669,4,deer,4,deer,True,0.82166797,0.28273392,4,deer,True,0.90925801,0.16162182,4,deer,True,0.99996591,0.00018326
3670,9,truck,6,frog,False,0.25069651,0.85845107,9,truck,True,0.94994640,0.09346293,9,truck,True,0.96080351,0.07799189
3671,1,automobile,0,airplane,False,0.53768438,0.36660355,1,automobile,True,0.99555004,0.01358625,1,automobile,True,0.99997723,0.00011905
3672,6,frog,6,frog,True,0.94879889,0.11101357,6,frog,True,0.99095696,0.02410457,6,frog,True,0.99990845,0.00046576
3673,1,automobile,1,automobile,True,0.53319019,0.47368610,1,automobile,True,0.93481100,0.14257532,1,automobile,True,0.99994457,0.00028343
3674,6,frog,6,frog,True,0.83130574,0.26676336,6,frog,True,0.99828690,0.00623950,6,frog,True,0.99971157,0.00129778
3675,5,dog,5,dog,True,0.64112258,0.47586435,5,dog,True,0.77746201,0.28511029,5,dog,True,0.99925417,0.00288896
3676,1,automobile,2,bird,False,0.26490721,0.79314339,1,automobile,True,0.73750472,0.43564233,1,automobile,True,0.89215177,0.21470562
3677,5,dog,5,dog,True,0.34250596,0.68378985,5,dog,True,0.77260101,0.25355378,5,dog,True,0.80499059,0.22170222
3678,6,frog,6,frog,True,0.39086396,0.63737911,6,frog,True,0.71263444,0.41400158,6,frog,True,0.86589581,0.18894573
3679,7,horse,7,horse,True,0.81178606,0.28920850,7,horse,True,0.99853253,0.00525386,7,horse,True,0.99998999,0.00005754
3680,8,ship,8,ship,True,0.50684708,0.50713825,8,ship,True,0.84844810,0.21124958,8,ship,True,0.98014474,0.05181728
3681,5,dog,5,dog,True,0.60173750,0.49667120,3,cat,False,0.44092876,0.54158056,5,dog,True,0.70276386,0.36196506
3682,0,airplane,0,airplane,True,0.44326124,0.62173533,0,airplane,True,0.91469085,0.17116432,0,airplane,True,0.99803573,0.00692426
3683,2,bird,5,dog,False,0.53032243,0.38048109,3,cat,False,0.78735054,0.32124406,3,cat,False,0.86350793,0.24684396
3684,8,ship,8,ship,True,0.99113888,0.02418944,8,ship,True,0.99136555,0.02394759,8,ship,True,0.99995267,0.00023611
3685,1,automobile,1,automobile,True,0.84023839,0.24739243,1,automobile,True,0.99180943,0.02243982,1,automobile,True,0.99989498,0.00046494
3686,9,truck,9,truck,True,0.79841191,0.29842770,9,truck,True,0.99727124,0.00840347,9,truck,True,0.99944872,0.00212917
3687,0,airplane,0,airplane,True,0.91999698,0.15516290,0,airplane,True,0.99891567,0.00401067,0,airplane,True,0.99994779,0.00027093
3688,2,bird,2,bird,True,0.79842842,0.35878640,2,bird,True,0.92870319,0.13377497,2,bird,True,0.99697912,0.01059175
3689,0,airplane,0,airplane,True,0.68942189,0.31427434,0,airplane,True,0.61788189,0.33951291,2,bird,False,0.60995007,0.30769399
3690,6,frog,2,bird,False,0.40212801,0.58812654,6,frog,True,0.56998253,0.35633263,6,frog,True,0.99947065,0.00220154
3691,5,dog,7,horse,False,0.45710498,0.59821838,4,deer,False,0.66539484,0.50209856,4,deer,False,0.98891246,0.03212518
3692,9,truck,9,truck,True,0.95269954,0.10404732,9,truck,True,0.99988353,0.00055733,9,truck,True,0.99999976,0.00000195
3693,2,bird,3,cat,False,0.40782869,0.61463410,3,cat,False,0.35752952,0.74266011,2,bird,True,0.99502403,0.01594318
3694,1,automobile,1,automobile,True,0.79110247,0.26357713,1,automobile,True,0.99306083,0.01818896,1,automobile,True,0.99757689,0.00741059
3695,7,horse,4,deer,False,0.50774217,0.53560215,7,horse,True,0.97673577,0.05175809,7,horse,True,0.99997985,0.00010912
3696,7,horse,7,horse,True,0.91537941,0.14273934,7,horse,True,0.98887068,0.02825765,7,horse,True,0.99989641,0.00048800
3697,6,frog,9,truck,False,0.38238600,0.60930485,6,frog,True,0.32091779,0.77458674,6,frog,True,0.79891282,0.30801475
3698,4,deer,4,deer,True,0.73333603,0.34030694,4,deer,True,0.99541831,0.01332673,4,deer,True,1.00000000,0.00000045
3699,9,truck,6,frog,False,0.29722694,0.84548408,9,truck,True,0.94379014,0.13029075,9,truck,True,0.99300331,0.02175694
3700,2,bird,6,frog,False,0.87608385,0.19796966,6,frog,False,0.94320935,0.10438433,2,bird,True,0.98312390,0.03867661
3701,2,bird,0,airplane,False,0.71328092,0.42059499,2,bird,True,0.38837686,0.60598963,4,deer,False,0.76288706,0.28592241
3702,0,airplane,0,airplane,True,0.55811757,0.53853303,0,airplane,True,0.64580250,0.55901808,0,airplane,True,0.95915025,0.08272531
3703,4,deer,4,deer,True,0.82689571,0.30326355,4,deer,True,0.48924616,0.44406366,4,deer,True,0.99995506,0.00022986
3704,2,bird,0,airplane,False,0.54212540,0.44627395,0,airplane,False,0.96624261,0.07307882,0,airplane,False,0.99802172,0.00681023
3705,1,automobile,1,automobile,True,0.79152262,0.28622869,1,automobile,True,0.97881466,0.05441603,1,automobile,True,0.99993062,0.00033249
3706,8,ship,8,ship,True,0.73371053,0.32718262,8,ship,True,0.87244624,0.18912131,8,ship,True,0.99772292,0.00817633
3707,5,dog,3,cat,False,0.36517608,0.70154309,5,dog,True,0.80376041,0.23648223,5,dog,True,0.92682368,0.11414584
3708,5,dog,3,cat,False,0.28199625,0.88975769,0,airplane,False,0.52667433,0.71189302,5,dog,True,0.91018981,0.17082573
3709,4,deer,7,horse,False,0.87653458,0.19876884,4,deer,True,0.84582227,0.20563987,4,deer,True,0.99992967,0.00033785
3710,3,cat,3,cat,True,0.40225041,0.64594990,3,cat,True,0.48406106,0.57980710,3,cat,True,0.98665279,0.03648429
3711,2,bird,2,bird,True,0.62811846,0.51054841,2,bird,True,0.95760506,0.10632192,2,bird,True,0.99922347,0.00335321
3712,6,frog,6,frog,True,0.82270551,0.27826199,6,frog,True,0.99901056,0.00369616,6,frog,True,0.99999928,0.00000496
3713,0,airplane,0,airplane,True,0.84977245,0.23161590,0,airplane,True,0.98686916,0.03468669,0,airplane,True,0.99958640,0.00183062
3714,1,automobile,1,automobile,True,0.85904449,0.23115741,1,automobile,True,0.79718226,0.28085643,1,automobile,True,0.99749112,0.00897155
3715,8,ship,8,ship,True,0.95846695,0.07783375,8,ship,True,0.99531543,0.01331476,8,ship,True,0.99843115,0.00540200
3716,8,ship,8,ship,True,0.71993297,0.36182603,8,ship,True,0.97943431,0.04445901,8,ship,True,0.99877197,0.00454365
3717,9,truck,8,ship,False,0.35718217,0.74754143,9,truck,True,0.85333049,0.23865375,9,truck,True,0.99882334,0.00445663
3718,5,dog,4,deer,False,0.68874711,0.46616116,5,dog,True,0.72367406,0.38411030,5,dog,True,0.96047413,0.07274354
3719,9,truck,9,truck,True,0.52761292,0.50814146,9,truck,True,0.95529437,0.09247851,9,truck,True,0.99982870,0.00078701
3720,1,automobile,9,truck,False,0.31164384,0.72976160,0,airplane,False,0.61703211,0.38687050,8,ship,False,0.78814071,0.34530732
3721,2,bird,2,bird,True,0.45690054,0.61566162,2,bird,True,0.93500775,0.13661571,2,bird,True,0.99999964,0.00000310
3722,0,airplane,0,airplane,True,0.69246918,0.43737400,0,airplane,True,0.94103223,0.12542720,0,airplane,True,0.99980575,0.00086759
3723,9,truck,9,truck,True,0.34027052,0.75669986,0,airplane,False,0.88773197,0.20949869,9,truck,True,0.49047801,0.59100175
3724,5,dog,5,dog,True,0.44542083,0.57634008,5,dog,True,0.92036349,0.14773928,5,dog,True,0.99887329,0.00404816
3725,1,automobile,0,airplane,False,0.32356736,0.78152269,0,airplane,False,0.56642842,0.47169915,1,automobile,True,0.82027054,0.33113691
3726,6,frog,6,frog,True,0.94352794,0.11459003,6,frog,True,0.99996734,0.00017472,6,frog,True,0.99999452,0.00003543
3727,2,bird,2,bird,True,0.87133241,0.24591784,2,bird,True,0.62888581,0.31852847,2,bird,True,0.97641504,0.05889046
3728,5,dog,4,deer,False,0.76674134,0.36499292,4,deer,False,0.96840847,0.07294063,4,deer,False,0.99638796,0.01123485
3729,0,airplane,4,deer,False,0.60663152,0.60407752,4,deer,False,0.60820788,0.50363988,0,airplane,True,0.66461080,0.46778518
3730,9,truck,9,truck,True,0.94510180,0.11962300,9,truck,True,0.99957258,0.00171457,9,truck,True,0.99999905,0.00000669
3731,3,cat,5,dog,False,0.69511199,0.37027121,3,cat,True,0.53301048,0.57206446,3,cat,True,0.92341995,0.11877350
3732,4,deer,6,frog,False,0.36093807,0.70579422,6,frog,False,0.68819678,0.42814466,2,bird,False,0.53928751,0.45108619
3733,1,automobile,9,truck,False,0.74741095,0.32451862,9,truck,False,0.70296746,0.27044249,1,automobile,True,0.96272200,0.07145058
3734,7,horse,6,frog,False,0.36895913,0.61089408,6,frog,False,0.43231526,0.51635730,7,horse,True,0.93658042,0.10800640
3735,1,automobile,1,automobile,True,0.88053930,0.19020769,1,automobile,True,0.99992740,0.00033615,1,automobile,True,0.99838412,0.00549649
3736,1,automobile,1,automobile,True,0.87966973,0.21300006,1,automobile,True,0.99709749,0.00901041,1,automobile,True,0.99924779,0.00297697
3737,7,horse,4,deer,False,0.29073411,0.82055610,7,horse,True,0.68091804,0.46292260,7,horse,True,0.99960595,0.00176183
3738,9,truck,9,truck,True,0.88967401,0.18919079,9,truck,True,0.99990213,0.00044864,9,truck,True,0.99999869,0.00000840
3739,8,ship,2,bird,False,0.41604987,0.74574101,8,ship,True,0.97268349,0.06652672,8,ship,True,0.99986064,0.00061389
3740,8,ship,8,ship,True,0.94250625,0.14083025,8,ship,True,0.99993265,0.00034775,8,ship,True,0.99999642,0.00002318
3741,4,deer,4,deer,True,0.41500598,0.56198913,4,deer,True,0.60209924,0.45045069,4,deer,True,0.99999332,0.00004039
3742,9,truck,9,truck,True,0.93597704,0.13058817,9,truck,True,0.96349496,0.07507944,9,truck,True,0.99985516,0.00066479
3743,3,cat,2,bird,False,0.34858671,0.69049954,3,cat,True,0.49717730,0.58241433,3,cat,True,0.68134224,0.32298559
3744,6,frog,7,horse,False,0.63546067,0.41694596,7,horse,False,0.28465182,0.68580401,6,frog,True,0.99035943,0.03032240
3745,5,dog,7,horse,False,0.34904319,0.68121433,5,dog,True,0.45732647,0.58471787,3,cat,False,0.43628880,0.46904564
3746,6,frog,6,frog,True,0.99504787,0.01586631,6,frog,True,0.99998438,0.00008918,6,frog,True,0.99999785,0.00001427
3747,7,horse,0,airplane,False,0.35597092,0.76626152,4,deer,False,0.33168203,0.74052685,7,horse,True,0.45003363,0.53914803
3748,5,dog,2,bird,False,0.31305921,0.75468314,5,dog,True,0.91280556,0.16293839,5,dog,True,0.99943954,0.00231128
3749,1,automobile,9,truck,False,0.86157608,0.23561761,9,truck,False,0.46005484,0.42622951,9,truck,False,0.62725204,0.50242567
3750,1,automobile,0,airplane,False,0.72217155,0.45342278,0,airplane,False,0.53962594,0.40723932,9,truck,False,0.88766289,0.18202400
3751,5,dog,7,horse,False,0.31494939,0.81853992,4,deer,False,0.52307510,0.68805575,5,dog,True,0.59303433,0.49178356
3752,3,cat,2,bird,False,0.30806407,0.74714893,3,cat,True,0.68920261,0.49290374,3,cat,True,0.94979024,0.10719767
3753,4,deer,4,deer,True,0.33106723,0.69804704,4,deer,True,0.79456341,0.33063728,4,deer,True,0.99859673,0.00548365
3754,1,automobile,1,automobile,True,0.88909495,0.16069938,1,automobile,True,0.99998009,0.00010287,1,automobile,True,0.99999642,0.00002112
3755,9,truck,9,truck,True,0.92816985,0.11983622,9,truck,True,0.99880922,0.00453934,9,truck,True,0.99998760,0.00006884
3756,8,ship,8,ship,True,0.67067885,0.45429680,8,ship,True,0.97331357,0.05745030,8,ship,True,0.99710506,0.01071738
3757,5,dog,5,dog,True,0.50327569,0.48690686,5,dog,True,0.66370642,0.43551797,5,dog,True,0.58670425,0.36589596
3758,8,ship,8,ship,True,0.97771692,0.05674164,8,ship,True,0.99680579,0.00984993,8,ship,True,0.99957389,0.00170431
3759,6,frog,6,frog,True,0.78354722,0.31035703,6,frog,True,0.99681133,0.01078480,6,frog,True,0.99204588,0.02376119
3760,8,ship,8,ship,True,0.80310571,0.30968434,0,airplane,False,0.53452861,0.32495427,0,airplane,False,0.50655222,0.32911900
3761,1,automobile,1,automobile,True,0.28222296,0.85935205,1,automobile,True,0.63047403,0.40772164,1,automobile,True,0.99428648,0.01733368
3762,3,cat,2,bird,False,0.62118381,0.51706618,6,frog,False,0.78739768,0.28455573,3,cat,True,0.63551903,0.45940652
3763,5,dog,5,dog,True,0.61502504,0.30194363,5,dog,True,0.96757573,0.06512385,5,dog,True,0.96330076,0.06898040
3764,5,dog,5,dog,True,0.64049053,0.44898531,5,dog,True,0.94045866,0.12168398,5,dog,True,0.99990153,0.00048021
3765,5,dog,5,dog,True,0.62948054,0.43161884,5,dog,True,0.86649764,0.20135102,5,dog,True,0.99128646,0.02424880
3766,2,bird,2,bird,True,0.41739750,0.61584961,2,bird,True,0.55861902,0.39686814,2,bird,True,0.99889153,0.00384971
3767,4,deer,4,deer,True,0.24979270,0.89420885,4,deer,True,0.81451374,0.31415454,4,deer,True,0.99992311,0.00039375
3768,8,ship,8,ship,True,0.98942786,0.02734269,8,ship,True,0.99999166,0.00004743,8,ship,True,0.99999905,0.00000636
3769,4,deer,4,deer,True,0.76902866,0.33091664,4,deer,True,0.83625036,0.28971058,4,deer,True,0.99391633,0.02006182
3770,6,frog,6,frog,True,0.49821067,0.58119237,6,frog,True,0.74337566,0.35786214,6,frog,True,0.99955529,0.00191156
3771,6,frog,6,frog,True,0.84518099,0.26440370,6,frog,True,0.95509315,0.09472261,6,frog,True,0.99933702,0.00264877
3772,9,truck,9,truck,True,0.98325610,0.03945317,9,truck,True,0.99996269,0.00018387,9,truck,True,1.00000000,0.00000020
3773,1,automobile,1,automobile,True,0.72117829,0.31543684,1,automobile,True,0.95939016,0.08887894,1,automobile,True,0.99898297,0.00371524
3774,4,deer,6,frog,False,0.54704434,0.46495947,4,deer,True,0.98808342,0.03287014,4,deer,True,1.00000000,0.00000048
3775,0,airplane,0,airplane,True,0.79751945,0.32309097,0,airplane,True,0.88051450,0.22046761,0,airplane,True,0.52261221,0.48631772
3776,2,bird,4,deer,False,0.47078463,0.58439201,2,bird,True,0.50755060,0.48558635,4,deer,False,0.64992797,0.32483903
3777,1,automobile,6,frog,False,0.54194814,0.63589591,1,automobile,True,0.94170308,0.12001309,1,automobile,True,0.99964058,0.00155361
3778,7,horse,7,horse,True,0.83493292,0.20598508,7,horse,True,0.85418886,0.19312806,7,horse,True,0.99764425,0.00814022
3779,3,cat,2,bird,False,0.31732410,0.70399934,2,bird,False,0.24563508,0.80747932,3,cat,True,0.78484625,0.35740799
3780,1,automobile,1,automobile,True,0.87307513,0.20259051,1,automobile,True,0.99998522,0.00008011,1,automobile,True,0.99999917,0.00000531
3781,5,dog,7,horse,False,0.70610142,0.37548593,5,dog,True,0.97916859,0.05275301,5,dog,True,0.99995887,0.00021387
3782,0,airplane,0,airplane,True,0.69539666,0.35472372,0,airplane,True,0.88589519,0.24213098,0,airplane,True,0.91793847,0.13220815
3783,7,horse,7,horse,True,0.73884183,0.44524458,7,horse,True,0.96489531,0.09288836,7,horse,True,0.99984360,0.00075158
3784,4,deer,7,horse,False,0.39487141,0.62060463,7,horse,False,0.62971985,0.38714817,4,deer,True,0.99923849,0.00305549
3785,7,horse,7,horse,True,0.64861912,0.51336139,7,horse,True,0.98501265,0.04421200,7,horse,True,0.99966145,0.00155457
3786,5,dog,4,deer,False,0.34502956,0.70465130,5,dog,True,0.45684290,0.59584820,5,dog,True,0.61942071,0.32605430
3787,5,dog,5,dog,True,0.61947709,0.37793627,5,dog,True,0.60344803,0.47926417,5,dog,True,0.74842155,0.27899808
3788,0,airplane,0,airplane,True,0.65964115,0.43032464,0,airplane,True,0.88542998,0.19113749,0,airplane,True,0.99922729,0.00311864
3789,2,bird,2,bird,True,0.38557911,0.66822153,3,cat,False,0.30470860,0.76830816,2,bird,True,0.99867427,0.00523062
3790,6,frog,4,deer,False,0.47065616,0.64699078,6,frog,True,0.87172490,0.26162893,6,frog,True,0.99739683,0.00813691
3791,9,truck,9,truck,True,0.97444850,0.06638504,9,truck,True,0.99964213,0.00149851,9,truck,True,0.99992025,0.00038714
3792,2,bird,4,deer,False,0.46804523,0.65719473,4,deer,False,0.48509017,0.40069136,2,bird,True,0.89025390,0.19175914
3793,5,dog,3,cat,False,0.47745439,0.64956635,3,cat,False,0.43240908,0.70774400,3,cat,False,0.58564156,0.43643785
3794,3,cat,5,dog,False,0.32754642,0.63110042,4,deer,False,0.40863803,0.68274313,4,deer,False,0.54396433,0.54080552
3795,0,airplane,2,bird,False,0.58851588,0.61261022,0,airplane,True,0.63849729,0.43937057,0,airplane,True,0.99987841,0.00060338
3796,4,deer,4,deer,True,0.90358973,0.17510851,4,deer,True,0.82607311,0.22322017,4,deer,True,0.99984169,0.00073189
3797,7,horse,7,horse,True,0.87584484,0.16615075,7,horse,True,0.98943466,0.02546680,7,horse,True,0.99964476,0.00144803
3798,1,automobile,1,automobile,True,0.40225714,0.53763974,0,airplane,False,0.62013227,0.43671969,1,automobile,True,0.98791027,0.03266478
